,number_of_ACK,number_of_SYN,number_of_RST,number_of_PA,number_of_FA,number_of_SA,number_of_FPA,number_of_RA,ratio_syn_ack,ratio_ack_rst,ratio_syn_rst,number_sport_20percent,number_sport_35percent,number_sport_50percent,number_sport_75percent,number_dport_20percent,number_dport_35percent,number_dport_50percent,number_dport_75percent,number_src_20percent,number_src_35percent,number_src_50percent,number_src_75percent,number_dst_20percent,number_dst_35percent,number_dst_50percent,number_dst_75percent,average_IP_bytes,ratio_incom_to_outgo,number_uniq_ips,attack_aggregate
432,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
433,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
434,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
435,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,69.51,1.0,3,0.0
436,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
437,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
438,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
439,45,5,0,36,8,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.88,1.0,3,0.0
440,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
441,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.28,1.0,3,0.0
442,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.86,1.0,3,0.0
443,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.04,1.0,3,0.0
444,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,0,0,3,1,1,0,67.98,1.0408163265306123,3,0.0
445,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
446,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
447,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
448,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
449,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.04,1.0,3,0.0
450,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
451,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
452,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
453,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
454,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.28,1.0,3,0.0
455,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
456,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
457,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
458,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
459,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
460,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
461,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
462,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
463,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
464,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
465,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.2,1.0,3,0.0
466,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
467,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
468,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
469,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
470,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,69.62,1.0,3,0.0
471,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
472,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
473,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
474,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.04,1.0,3,0.0
475,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,67.98,1.0408163265306123,3,0.0
476,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,69.58,0.9607843137254902,3,0.0
477,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
478,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
479,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
480,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
481,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
482,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,68.53,1.0408163265306123,3,0.0
483,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
484,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
485,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
486,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.34,1.0,3,0.0
487,46,4,0,36,10,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.04,1.0,3,0.0
488,45,5,0,37,8,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,0,0,3,1,1,0,67.98,1.0408163265306123,3,0.0
489,46,4,0,38,7,4,1,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,69.58,0.9607843137254902,3,0.0
490,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
491,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
492,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
493,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.57,1.0,3,0.0
494,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
495,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
496,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
497,45,5,0,36,8,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.88,1.0,3,0.0
498,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
499,45,5,0,36,8,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.64,1.0,3,0.0
500,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.21,1.0,3,0.0
501,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
502,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,0,0,2,1,1,0,68.53,1.0408163265306123,3,0.0
503,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,0,0,68.4,0.9607843137254902,3,0.0
504,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.58,1.0,3,0.0
505,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.66,1.0,3,0.0
506,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.34,1.0,3,0.0
507,45,5,0,35,9,5,1,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,69.51,1.0,3,0.0
508,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
509,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
510,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
511,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.2,1.0,3,0.0
512,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
513,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,3,1,1,0,3,1,1,0,67.57,1.0,3,0.0
514,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.78,1.0,3,0.0
515,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.31,1.0,3,0.0
516,46,4,0,37,9,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.32,1.0,3,0.0
517,45,5,0,36,9,5,0,0,0.1111111111111111,45.0,5.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,67.2,1.0,3,0.0
518,46,4,0,38,8,4,0,0,0.08695652173913043,46.0,4.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,68.82,1.0,3,0.0
519,42,8,0,34,8,8,0,0,0.19047619047619047,42.0,8.0,1,1,0,0,1,1,0,0,2,1,1,0,2,1,1,0,64.1,1.0,4,0.05
520,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
521,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
522,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
523,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
524,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
525,0,47,6,0,0,47,0,0,47.0,0.16666666666666666,7.833333333333333,1,1,0,0,1,1,1,0,2,2,1,0,2,2,1,0,41.88,1.127659574468085,1,0.53
526,0,41,18,0,0,41,0,0,41.0,0.05555555555555555,2.2777777777777777,1,1,0,0,1,1,1,0,2,2,1,0,2,2,1,0,42.0,1.4390243902439024,2,0.58
527,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
528,0,45,1,0,0,54,0,0,45.0,1.0,45.0,1,1,1,0,1,1,0,0,2,2,1,0,2,2,1,0,42.16,0.8518518518518519,1,0.46
529,0,39,15,0,0,46,0,0,39.0,0.06666666666666667,2.6,1,1,0,0,1,1,1,0,2,2,1,0,2,2,1,0,41.84,1.173913043478261,1,0.54
530,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
531,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
532,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
533,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
534,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
535,1,50,0,0,0,49,0,0,50.0,1.0,50.0,1,1,0,0,1,1,1,0,2,2,0,0,2,2,1,0,42.44,1.0408163265306123,2,0.49
536,4,41,8,4,0,42,1,0,10.25,0.5,5.125,1,1,0,0,1,1,1,0,2,2,0,0,2,2,1,0,46.36,1.127659574468085,3,0.49
537,1,49,0,0,1,49,0,0,49.0,1.0,49.0,1,1,1,0,1,1,1,0,2,2,1,0,2,2,1,0,42.2,1.0,2,0.49
538,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
539,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,1,0,2,2,1,0,42.36,1.0,2,0.49
540,0,38,24,0,0,38,0,0,38.0,0.041666666666666664,1.5833333333333333,1,1,0,0,1,1,1,0,2,2,1,0,2,2,1,0,41.52,1.631578947368421,1,0.62
541,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
542,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
543,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
544,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
545,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
546,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
547,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
548,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
549,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
550,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
551,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
552,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
553,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
554,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
555,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
556,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
557,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
558,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
559,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
560,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
561,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
562,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
563,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
564,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
565,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
566,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
567,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
568,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
569,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
570,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
571,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
572,0,41,18,0,0,41,0,0,41.0,0.05555555555555555,2.2777777777777777,1,1,0,0,1,1,1,0,2,2,1,0,2,2,1,0,41.64,1.4390243902439024,1,0.59
573,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
574,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
575,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
576,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
577,0,42,16,0,0,42,0,0,42.0,0.0625,2.625,1,1,0,0,1,1,1,0,2,2,1,0,2,2,1,0,41.68,1.380952380952381,1,0.58
578,0,44,12,0,0,44,0,0,44.0,0.08333333333333333,3.6666666666666665,1,1,0,0,1,1,1,0,2,2,1,0,2,2,1,0,41.76,1.2727272727272727,1,0.56
579,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
580,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
581,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
582,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
583,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
584,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
585,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
586,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
587,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
588,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
589,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
590,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
591,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
592,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
593,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
594,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
595,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
596,0,42,16,0,0,42,0,0,42.0,0.0625,2.625,1,1,0,0,1,1,1,0,2,2,1,0,2,2,1,0,41.68,1.380952380952381,1,0.58
597,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
598,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
599,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
600,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
601,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
602,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
603,0,50,0,0,0,50,0,0,50.0,0.0,50.0,1,1,1,0,1,1,1,0,2,2,2,0,2,2,2,0,42.0,1.0,1,0.5
